month,town,flat_type,block,street_name,floor_area_sqm,flat_model,lease_commence_date,num_transactions,min_price,max_price,avg_price,total_price
2015-08,ANG MO KIO,5 ROOM,253,ANG MO KIO ST 21,136,Model A,1996,4,580000,615000,596250,2385000
2015-01,ANG MO KIO,5 ROOM,253A,ANG MO KIO ST 21,138,Model A,1996,2,580000,605000,592500,1185000
2015-07,ANG MO KIO,4 ROOM,309A,ANG MO KIO ST 31,90,Model A,2006,5,520000,592000,564000,2820000
2015-03,ANG MO KIO,4 ROOM,315A,ANG MO KIO ST 31,95,Model A,2006,6,518000,739339,601223,3607339
2015-01,ANG MO KIO,5 ROOM,315B,ANG MO KIO ST 31,110,Improved,2006,5,537000,758000,649600,3248000
2015-03,ANG MO KIO,4 ROOM,316A,ANG MO KIO ST 31,95,Model A,2006,10,540000,800000,647378,6473776
2015-02,ANG MO KIO,5 ROOM,317,ANG MO KIO ST 31,134,Model A,1994,2,650000,680000,665000,1330000
2015-07,ANG MO KIO,4 ROOM,350,ANG MO KIO ST 32,95,Model A,2001,8,480000,750000,629250,5034000
2015-06,ANG MO KIO,5 ROOM,351,ANG MO KIO ST 32,110,Improved,2001,7,515000,660888,600127,4200888
2015-10,ANG MO KIO,4 ROOM,352,ANG MO KIO ST 32,95,Model A,2001,3,550000,651000,588667,1766000
2015-08,ANG MO KIO,5 ROOM,353,ANG MO KIO ST 32,110,Improved,2001,8,530000,790000,647350,5178800
2015-02,ANG MO KIO,4 ROOM,354,ANG MO KIO ST 32,90,Model A,2001,9,460000,720000,588533,5296800
2016-09,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,112,DBSS,2011,2,888000,905000,896500,1793000
2016-09,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,112,DBSS,2011,4,780000,880000,845750,3383000
2016-09,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,120,DBSS,2011,4,820000,980000,886500,3546000
2016-10,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,112,DBSS,2011,4,695000,888000,790250,3161000
2015-05,ANG MO KIO,4 ROOM,596A,ANG MO KIO ST 52,91,Model A,2002,4,545000,760000,662000,2648000
2015-01,ANG MO KIO,4 ROOM,596B,ANG MO KIO ST 52,93,Model A,2002,5,555000,728000,622055,3110276
2015-04,ANG MO KIO,5 ROOM,596C,ANG MO KIO ST 52,110,Improved,2002,7,500000,780000,655086,4585600
2015-04,ANG MO KIO,4 ROOM,596D,ANG MO KIO ST 52,91,Model A,2003,6,538000,780000,641000,3846000
2015-08,CENTRAL AREA,4 ROOM,232,BAIN ST,82,Improved,1980,4,635000,730000,675750,2703000
2016-06,CENTRAL AREA,4 ROOM,233,BAIN ST,82,Improved,1980,3,615000,650000,628333,1885000
2015-03,GEYLANG,3 ROOM,19,BALAM RD,60.3,Standard,1967,6,242000,270000,256000,1536000
2015-01,GEYLANG,3 ROOM,20,BALAM RD,60.3,Standard,1967,10,243000,275000,259100,2591000
2015-04,GEYLANG,3 ROOM,21,BALAM RD,60.3,Standard,1967,6,245000,265000,253000,1518000
2015-04,GEYLANG,3 ROOM,22,BALAM RD,60,Standard,1967,6,245000,275000,258583,1551500
2015-01,GEYLANG,3 ROOM,23,BALAM RD,60.3,Standard,1967,9,238000,282000,259111,2332000
2015-04,GEYLANG,3 ROOM,24,BALAM RD,60,Standard,1967,7,257000,280000,269857,1889000
2015-03,GEYLANG,5 ROOM,27,BALAM RD,126,Improved,1997,4,555000,620000,593750,2375000
2016-04,GEYLANG,5 ROOM,28,BALAM RD,127,Improved,1997,3,602500,655000,635833,1907500
2015-07,GEYLANG,4 ROOM,29,BALAM RD,106,Model A,1997,4,512000,670000,582722,2330888
2016-09,GEYLANG,3 ROOM,30,BALAM RD,57,Standard,1973,1,268500,268500,268500,268500
2015-01,GEYLANG,3 ROOM,31,BALAM RD,68,New Generation,1985,8,320000,490000,424625,3397000
2015-04,GEYLANG,3 ROOM,32,BALAM RD,67,Standard,1973,6,220000,280000,260500,1563000
2015-02,GEYLANG,5 ROOM,33,BALAM RD,137,Model A,1996,4,520000,643000,578250,2313000
2015-05,BUKIT PANJANG,4 ROOM,246,BANGKIT RD,104,Model A,1988,2,340000,340000,340000,680000
2015-02,BUKIT PANJANG,4 ROOM,248,BANGKIT RD,109,Model A,1988,6,330000,448000,378500,2271000
2015-05,BUKIT PANJANG,4 ROOM,249,BANGKIT RD,103,Model A,1989,3,272000,355088,309029,927088
2015-06,BUKIT PANJANG,4 ROOM,250,BANGKIT RD,103,Model A,1988,3,302000,355000,324367,973100
2015-01,BUKIT PANJANG,3 ROOM,251,BANGKIT RD,73,Model A,1988,5,303000,408888,344978,1724888
2015-04,BUKIT PANJANG,4 ROOM,252,BANGKIT RD,103,Model A,1989,10,290000,365000,320789,3207888
2015-05,BUKIT PANJANG,4 ROOM,253,BANGKIT RD,109,Model A,1988,5,323888,560000,401378,2006888
2016-03,BUKIT PANJANG,EXECUTIVE,254,BANGKIT RD,146,Maisonette,1988,1,537000,537000,537000,537000
2015-05,BUKIT PANJANG,4 ROOM,255,BANGKIT RD,104,Model A,1988,3,350000,428000,398667,1196000
2015-06,BUKIT PANJANG,4 ROOM,257,BANGKIT RD,104,Model A,1989,4,320000,445000,372500,1490000
2015-05,BUKIT PANJANG,4 ROOM,270,BANGKIT RD,104,Model A,1988,5,300000,423000,348600,1743000
2016-11,BUKIT PANJANG,5 ROOM,271,BANGKIT RD,122,Improved,1988,1,425000,425000,425000,425000
2015-10,BUKIT PANJANG,4 ROOM,272,BANGKIT RD,106,Model A,1988,2,345000,355000,350000,700000
2015-06,BUKIT PANJANG,5 ROOM,273,BANGKIT RD,122,Improved,1988,8,315000,465000,382083,3056666
2015-04,BUKIT PANJANG,4 ROOM,274,BANGKIT RD,104,Model A,1987,5,320000,380000,349500,1747500
2015-05,BUKIT PANJANG,4 ROOM,275,BANGKIT RD,84,Simplified,1988,2,310000,318000,314000,628000
2016-12,BUKIT PANJANG,EXECUTIVE,276,BANGKIT RD,142,Apartment,1988,1,520000,520000,520000,520000
2015-09,BUKIT PANJANG,4 ROOM,277,BANGKIT RD,104,Model A,1988,3,335000,448888,382296,1146888
2015-01,KALLANG/WHAMPOA,3 ROOM,1,BEACH RD,74,Improved,1979,2,350000,388000,369000,738000
2015-03,KALLANG/WHAMPOA,4 ROOM,15,BEACH RD,77,Improved,1975,3,410000,495000,465000,1395000
2015-07,KALLANG/WHAMPOA,4 ROOM,17,BEACH RD,77,Improved,1975,6,455000,505000,479300,2875800
2015-09,KALLANG/WHAMPOA,3 ROOM,2,BEACH RD,74,Improved,1979,1,410000,410000,410000,410000
2015-05,KALLANG/WHAMPOA,3 ROOM,3,BEACH RD,68,Improved,1979,6,345000,391888,362315,2173888
2015-07,KALLANG/WHAMPOA,2 ROOM,6,BEACH RD,42,Standard,1979,5,220000,255000,229000,1145000
2015-01,BEDOK,3 ROOM,219A,BEDOK CTRL,69,Model A,2010,7,420000,500000,471286,3299000
2015-04,BEDOK,4 ROOM,219B,BEDOK CTRL,94,Model A,2010,7,557000,812000,669286,4685000
2015-04,BEDOK,4 ROOM,219C,BEDOK CTRL,94,Model A,2010,5,550000,768000,663778,3318888
2015-03,BEDOK,4 ROOM,219D,BEDOK CTRL,94,Model A,2010,8,473000,688000,583000,4664000
2016-01,BEDOK,3 ROOM,220A,BEDOK CTRL,69,Model A,2010,6,388000,650888,490981,2945888
2015-11,BEDOK,4 ROOM,220B,BEDOK CTRL,87,Model A,2010,5,545000,778000,654220,3271100
2015-02,BEDOK,4 ROOM,220C,BEDOK CTRL,94,Model A,2010,4,637500,808000,734125,2936500
2015-03,BEDOK,4 ROOM,221A,BEDOK CTRL,97,Model A,2010,8,600000,665000,630000,5040000
2015-01,BEDOK,3 ROOM,221B,BEDOK CTRL,69,Model A,2010,6,458000,678000,587833,3527000
2015-04,BEDOK,4 ROOM,221C,BEDOK CTRL,94,Model A,2010,5,450000,681168,598234,2991168
2015-04,BEDOK,3 ROOM,423,BEDOK NTH AVE 1,67,New Generation,1979,6,320000,355000,335996,2015976
2015-03,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,67,New Generation,1979,9,290000,456000,347876,3130888
2015-01,BEDOK,3 ROOM,519,BEDOK NTH AVE 1,67,New Generation,1979,13,291000,400000,331077,4304000
2015-05,BEDOK,3 ROOM,520,BEDOK NTH AVE 1,67,New Generation,1979,13,285000,420888,320145,4161888
2015-02,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,67,New Generation,1979,11,280000,425000,323990,3563888
2015-01,BEDOK,3 ROOM,522,BEDOK NTH AVE 1,67,New Generation,1979,7,280000,400000,314968,2204776
2015-01,BEDOK,3 ROOM,548,BEDOK NTH AVE 1,68,New Generation,1980,8,272500,310000,293562,2348500
2015-03,BEDOK,3 ROOM,549,BEDOK NTH AVE 1,67,New Generation,1984,5,315000,398000,357600,1788000
2015-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,68,New Generation,1980,13,265000,385000,315308,4099000
2015-01,BEDOK,3 ROOM,551,BEDOK NTH AVE 1,67,New Generation,1980,2,279000,315000,297000,594000
2016-02,BEDOK,5 ROOM,552,BEDOK NTH AVE 1,121,Improved,1980,4,526000,552000,537250,2149000
2015-01,BEDOK,5 ROOM,553,BEDOK NTH AVE 1,121,Improved,1980,9,420000,550000,519776,4677988
2015-03,BEDOK,4 ROOM,408,BEDOK NTH AVE 2,92,New Generation,1980,3,410000,460000,436000,1308000
2015-05,BEDOK,3 ROOM,409,BEDOK NTH AVE 2,68,New Generation,1980,7,320000,638800,383257,2682800
2015-05,BEDOK,3 ROOM,410,BEDOK NTH AVE 2,68,New Generation,1980,8,340000,418000,354875,2839000
2015-05,BEDOK,4 ROOM,411,BEDOK NTH AVE 2,92,New Generation,1980,2,440000,448888,444444,888888
2015-02,BEDOK,4 ROOM,412,BEDOK NTH AVE 2,92,New Generation,1979,2,320000,450000,385000,770000
2015-11,BEDOK,5 ROOM,413,BEDOK NTH AVE 2,119,Improved,1979,2,530000,640000,585000,1170000
2015-06,BEDOK,5 ROOM,414,BEDOK NTH AVE 2,119,Improved,1978,6,585000,660000,619500,3717000
2015-10,BEDOK,5 ROOM,415,BEDOK NTH AVE 2,119,Improved,1978,6,633000,665000,651333,3908000
2015-12,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,67,New Generation,1978,5,296000,350000,329200,1646000
2015-08,BEDOK,5 ROOM,417,BEDOK NTH AVE 2,119,Improved,1978,4,558000,600000,581000,2324000
2015-03,BEDOK,3 ROOM,418,BEDOK NTH AVE 2,67,New Generation,1978,8,305000,407000,332500,2660000
2015-01,BEDOK,4 ROOM,512,BEDOK NTH AVE 2,92,New Generation,1979,3,355000,420000,395333,1186000
2015-03,BEDOK,4 ROOM,513,BEDOK NTH AVE 2,92,New Generation,1979,5,385000,415000,401800,2009000
2015-04,BEDOK,2 ROOM,514,BEDOK NTH AVE 2,45,Improved,1979,3,220000,240000,230000,690000
2015-03,BEDOK,3 ROOM,515,BEDOK NTH AVE 2,67,New Generation,1979,3,283000,380000,318333,955000
2015-09,BEDOK,5 ROOM,516,BEDOK NTH AVE 2,119,Improved,1979,3,520000,688000,614333,1843000
2015-01,BEDOK,4 ROOM,517,BEDOK NTH AVE 2,92,New Generation,1979,6,395000,428000,413500,2481000
2015-03,BEDOK,4 ROOM,518,BEDOK NTH AVE 2,92,New Generation,1979,2,375000,390000,382500,765000
2015-07,BEDOK,4 ROOM,131,BEDOK NTH AVE 3,92,New Generation,1978,7,438000,470000,453198,3172388
2015-02,BEDOK,4 ROOM,133,BEDOK NTH AVE 3,92,New Generation,1978,8,393000,460000,428375,3427000
2016-06,BEDOK,3 ROOM,136,BEDOK NTH AVE 3,67,New Generation,1979,1,305000,305000,305000,305000
2015-12,BEDOK,5 ROOM,137,BEDOK NTH AVE 3,117,Standard,1979,3,516000,536800,527600,1582800
2015-03,BEDOK,5 ROOM,139,BEDOK NTH AVE 3,117,Standard,1979,5,485000,605000,558600,2793000
2015-01,BEDOK,3 ROOM,401,BEDOK NTH AVE 3,67,New Generation,1979,10,280000,440000,335700,3357000
2015-12,BEDOK,3 ROOM,402,BEDOK NTH AVE 3,67,New Generation,1979,7,290000,453888,325254,2276776
2015-03,BEDOK,4 ROOM,403,BEDOK NTH AVE 3,92,New Generation,1980,1,380000,380000,380000,380000
2015-10,BEDOK,4 ROOM,404,BEDOK NTH AVE 3,92,New Generation,1980,5,455000,470000,463600,2318000
2015-01,BEDOK,5 ROOM,405,BEDOK NTH AVE 3,118,Improved,1980,6,575000,665000,631148,3786888
2015-01,BEDOK,5 ROOM,406,BEDOK NTH AVE 3,118,Improved,1980,2,618888,652888,635888,1271776
2016-01,BEDOK,5 ROOM,407,BEDOK NTH AVE 3,118,Improved,1980,1,675000,675000,675000,675000
2015-04,BEDOK,5 ROOM,505,BEDOK NTH AVE 3,119,Improved,1978,4,510000,628000,579000,2316000
2015-01,BEDOK,5 ROOM,506,BEDOK NTH AVE 3,119,Improved,1978,10,453000,618000,552950,5529500
2015-06,BEDOK,4 ROOM,507,BEDOK NTH AVE 3,92,New Generation,1978,4,385000,480000,426000,1704000
2015-10,BEDOK,4 ROOM,508,BEDOK NTH AVE 3,92,New Generation,1978,3,375000,438000,407000,1221000
2015-01,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,67,New Generation,1978,6,276000,315000,295883,1775300
2015-11,BEDOK,2 ROOM,101,BEDOK NTH AVE 4,45,Improved,1978,3,228000,240000,234333,703000
2015-03,BEDOK,3 ROOM,102,BEDOK NTH AVE 4,67,New Generation,1977,5,275000,320000,301000,1505000
2016-07,BEDOK,3 ROOM,103,BEDOK NTH AVE 4,67,New Generation,1977,2,301000,308000,304500,609000
2015-04,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,67,New Generation,1977,7,297000,376000,317555,2222888
2015-01,BEDOK,3 ROOM,105,BEDOK NTH AVE 4,67,New Generation,1977,7,280000,410000,346627,2426388
2016-07,BEDOK,2 ROOM,106,BEDOK NTH AVE 4,45,Improved,1978,3,220000,230000,225000,675000
2015-02,BEDOK,3 ROOM,92,BEDOK NTH AVE 4,67,New Generation,1979,7,270000,412000,309857,2169000
2015-02,BEDOK,4 ROOM,93,BEDOK NTH AVE 4,92,New Generation,1979,6,372000,448500,400583,2403500
2016-02,BEDOK,EXECUTIVE,94B,BEDOK NTH AVE 4,143,Apartment,1993,1,750000,750000,750000,750000
2015-06,BEDOK,EXECUTIVE,94C,BEDOK NTH AVE 4,141,Apartment,1993,2,665000,725000,695000,1390000
2015-04,BEDOK,5 ROOM,94D,BEDOK NTH AVE 4,132,Model A,1993,2,500000,605000,552500,1105000
2015-10,BEDOK,5 ROOM,94E,BEDOK NTH AVE 4,132,Model A,1993,2,625000,630000,627500,1255000
2015-03,BEDOK,4 ROOM,95,BEDOK NTH AVE 4,92,New Generation,1979,5,382000,426000,399000,1995000
2015-04,BEDOK,5 ROOM,96,BEDOK NTH AVE 4,123,Standard,1978,5,495000,538000,510200,2551000
2015-04,BEDOK,5 ROOM,97,BEDOK NTH AVE 4,123,Standard,1978,3,550000,560000,553333,1660000
2015-05,BEDOK,5 ROOM,98,BEDOK NTH AVE 4,123,Standard,1978,2,540000,595000,567500,1135000
2015-01,BEDOK,5 ROOM,99,BEDOK NTH AVE 4,123,Standard,1978,6,500000,580000,535083,3210500
2015-01,BEDOK,3 ROOM,107,BEDOK NTH RD,81,New Generation,1977,9,290000,378000,329432,2964888
2015-03,BEDOK,3 ROOM,108,BEDOK NTH RD,67,New Generation,1977,5,300000,365000,317600,1588000
2015-05,BEDOK,3 ROOM,109,BEDOK NTH RD,67,New Generation,1977,8,280000,320000,299625,2397000
2015-07,BEDOK,3 ROOM,110,BEDOK NTH RD,67,New Generation,1977,10,278000,418000,338478,3384776
2015-06,BEDOK,5 ROOM,111,BEDOK NTH RD,117,Standard,1978,5,468000,538000,500800,2504000
2015-02,BEDOK,5 ROOM,112,BEDOK NTH RD,117,Standard,1978,9,442000,590000,515000,4635000
2015-06,BEDOK,3 ROOM,115,BEDOK NTH RD,73,New Generation,1978,9,310000,425000,341333,3072000
2015-01,BEDOK,3 ROOM,116,BEDOK NTH RD,73,New Generation,1978,8,310000,395000,349625,2797000
2015-01,BEDOK,4 ROOM,117,BEDOK NTH RD,89,New Generation,1978,10,332000,405000,364300,3643000
2015-04,BEDOK,4 ROOM,119,BEDOK NTH RD,92,New Generation,1978,7,380000,455000,405143,2836000
2015-01,BEDOK,4 ROOM,121,BEDOK NTH RD,92,New Generation,1978,8,370000,438000,397875,3183000
2015-04,BEDOK,3 ROOM,124,BEDOK NTH RD,67,New Generation,1978,10,290000,400000,327200,3272000
2015-03,BEDOK,3 ROOM,125,BEDOK NTH RD,82,New Generation,1978,7,275000,400000,331429,2320000
2015-01,BEDOK,4 ROOM,180,BEDOK NTH RD,85,Model A,2006,11,480000,590000,556273,6119000
2015-09,BEDOK,5 ROOM,181,BEDOK NTH RD,110,Improved,2006,10,552000,710000,618700,6187000
2015-02,BEDOK,4 ROOM,182,BEDOK NTH RD,85,Model A,2006,10,485000,656000,563403,5634030
2015-02,BEDOK,4 ROOM,183,BEDOK NTH RD,92,Model A,2005,17,530000,635000,579405,9849888
2015-03,BEDOK,4 ROOM,185,BEDOK NTH RD,92,Model A,2005,6,552000,600000,571167,3427000
2015-04,BEDOK,4 ROOM,421,BEDOK NTH RD,92,New Generation,1979,8,399111,470000,439389,3515111
2015-11,BEDOK,4 ROOM,422,BEDOK NTH RD,92,New Generation,1979,3,400000,470000,438333,1315000
2015-04,BEDOK,3 ROOM,425,BEDOK NTH RD,67,New Generation,1979,7,285000,480000,341286,2389000
2015-01,BEDOK,3 ROOM,426,BEDOK NTH RD,82,New Generation,1979,10,300000,430000,337180,3371800
2015-02,BEDOK,4 ROOM,427,BEDOK NTH RD,92,New Generation,1979,5,383000,450000,414800,2074000
2015-01,BEDOK,4 ROOM,428,BEDOK NTH RD,92,New Generation,1979,6,385000,470000,429333,2576000
2015-04,BEDOK,4 ROOM,705,BEDOK NTH RD,91,New Generation,1980,4,383000,402000,395000,1580000
2016-01,BEDOK,4 ROOM,706,BEDOK NTH RD,91,New Generation,1980,2,388888,410000,399444,798888
2015-03,BEDOK,4 ROOM,707,BEDOK NTH RD,91,New Generation,1980,3,384000,398000,392333,1177000
2015-05,BEDOK,4 ROOM,708,BEDOK NTH RD,91,New Generation,1980,7,380000,435000,401571,2811000
2015-02,BEDOK,3 ROOM,74,BEDOK NTH RD,59,Improved,1978,10,255000,292000,277500,2775000
2015-02,BEDOK,3 ROOM,75,BEDOK NTH RD,59,Improved,1978,17,240000,310000,276464,4699888
2015-01,BEDOK,3 ROOM,76,BEDOK NTH RD,59,Improved,1978,14,250000,300000,275071,3851000
2015-02,BEDOK,3 ROOM,77,BEDOK NTH RD,60,Improved,1986,14,265000,310000,285429,3996000
2015-03,BEDOK,4 ROOM,78,BEDOK NTH RD,91,New Generation,1978,9,383000,470000,415556,3740000
2015-12,BEDOK,4 ROOM,79,BEDOK NTH RD,91,New Generation,1978,3,382000,420000,407167,1221500
2015-08,BEDOK,4 ROOM,80,BEDOK NTH RD,91,New Generation,1978,8,356000,440000,391500,3132000
2015-02,BEDOK,4 ROOM,81,BEDOK NTH RD,91,New Generation,1978,6,380000,415388,393546,2361276
2015-01,BEDOK,4 ROOM,82,BEDOK NTH RD,92,New Generation,1978,6,385000,413000,401333,2408000
2015-03,BEDOK,3 ROOM,201,BEDOK NTH ST 1,73,New Generation,1979,6,360000,425000,398065,2388388
2015-02,BEDOK,3 ROOM,202,BEDOK NTH ST 1,67,New Generation,1979,9,310000,400000,367889,3311000
2016-01,BEDOK,3 ROOM,204,BEDOK NTH ST 1,68,New Generation,1979,2,353000,390000,371500,743000
2016-08,BEDOK,3 ROOM,205,BEDOK NTH ST 1,68,New Generation,1979,1,335000,335000,335000,335000
2015-03,BEDOK,3 ROOM,213,BEDOK NTH ST 1,68,New Generation,1980,5,320000,402000,347400,1737000
2016-10,BEDOK,3 ROOM,214,BEDOK NTH ST 1,68,New Generation,1980,1,310000,310000,310000,310000
2015-05,BEDOK,3 ROOM,217,BEDOK NTH ST 1,82,New Generation,1979,2,334000,410000,372000,744000
2015-06,BEDOK,3 ROOM,218,BEDOK NTH ST 1,83,New Generation,1980,4,310000,425000,348000,1392000
2015-01,BEDOK,3 ROOM,419,BEDOK NTH ST 1,68,New Generation,1979,13,293000,400000,338000,4394000
2015-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,68,New Generation,1979,11,293000,470000,343091,3773999
2015-03,BEDOK,2 ROOM,113,BEDOK NTH ST 2,44,Improved,1978,4,244000,255000,247500,990000
2015-04,BEDOK,2 ROOM,114,BEDOK NTH ST 2,44,Improved,1978,3,230000,248000,239333,718000
2016-01,BEDOK,5 ROOM,118,BEDOK NTH ST 2,123,Standard,1978,2,530000,588000,559000,1118000
2015-03,BEDOK,5 ROOM,120,BEDOK NTH ST 2,117,Standard,1978,8,450000,555000,501736,4013888
2015-03,BEDOK,3 ROOM,122,BEDOK NTH ST 2,67,New Generation,1978,13,290000,430000,333462,4335000
2015-09,BEDOK,3 ROOM,123,BEDOK NTH ST 2,67,New Generation,1978,2,295000,320000,307500,615000
2015-03,BEDOK,3 ROOM,126,BEDOK NTH ST 2,67,New Generation,1978,14,300000,395000,332929,4661000
2015-02,BEDOK,3 ROOM,127,BEDOK NTH ST 2,67,New Generation,1978,8,295000,390000,316407,2531258
2015-02,BEDOK,3 ROOM,128,BEDOK NTH ST 2,67,New Generation,1978,9,310000,385000,335889,3023000
2015-02,BEDOK,3 ROOM,129,BEDOK NTH ST 2,67,New Generation,1978,5,283000,420000,333200,1666000
2015-11,BEDOK,4 ROOM,130,BEDOK NTH ST 2,92,New Generation,1978,5,423000,465000,444400,2222000
2015-01,BEDOK,4 ROOM,132,BEDOK NTH ST 2,92,New Generation,1978,8,380000,438000,416375,3331000
2015-02,BEDOK,3 ROOM,134,BEDOK NTH ST 2,67,New Generation,1978,3,297000,360000,337333,1012000
2015-01,BEDOK,3 ROOM,135,BEDOK NTH ST 2,67,New Generation,1978,5,301000,410000,348800,1744000
2015-06,BEDOK,3 ROOM,138,BEDOK NTH ST 2,67,New Generation,1978,12,270000,360000,303483,3641800
2015-06,BEDOK,5 ROOM,140,BEDOK NTH ST 2,120,Improved,1998,5,498000,610000,559600,2798000
2015-06,BEDOK,3 ROOM,501,BEDOK NTH ST 3,59,Improved,1978,5,270000,281000,275778,1378888
2015-01,BEDOK,3 ROOM,502,BEDOK NTH ST 3,59,Improved,1978,16,250000,295000,274625,4394000
2015-06,BEDOK,3 ROOM,503,BEDOK NTH ST 3,59,Improved,1978,11,265000,305000,280409,3084500
2015-01,BEDOK,3 ROOM,504,BEDOK NTH ST 3,59,Improved,1978,12,262000,345000,281417,3377000
2015-01,BEDOK,3 ROOM,509,BEDOK NTH ST 3,67,New Generation,1979,7,282000,382000,318429,2229000
2015-04,BEDOK,3 ROOM,510,BEDOK NTH ST 3,67,New Generation,1979,7,270000,680000,338000,2366000
2015-01,BEDOK,4 ROOM,523,BEDOK NTH ST 3,92,New Generation,1979,9,380000,426000,406556,3659000
2015-04,BEDOK,4 ROOM,524,BEDOK NTH ST 3,92,New Generation,1979,7,375000,410000,388143,2717000
2015-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,67,New Generation,1979,22,272000,653000,315355,6937800
2015-02,BEDOK,3 ROOM,526,BEDOK NTH ST 3,82,New Generation,1979,10,288000,365000,326800,3268000
2015-04,BEDOK,3 ROOM,527,BEDOK NTH ST 3,68,New Generation,1979,4,280000,290000,285250,1141000
2015-03,BEDOK,3 ROOM,528,BEDOK NTH ST 3,68,New Generation,1979,11,290000,420000,326364,3590000
2015-02,BEDOK,3 ROOM,529,BEDOK NTH ST 3,68,New Generation,1979,12,270000,338000,302074,3624888
2015-01,BEDOK,3 ROOM,530,BEDOK NTH ST 3,68,New Generation,1979,15,290000,395000,314200,4713000
2015-09,BEDOK,3 ROOM,531,BEDOK NTH ST 3,68,New Generation,1979,3,297000,300000,299000,897000
2015-02,BEDOK,3 ROOM,532,BEDOK NTH ST 3,68,New Generation,1980,14,265000,402705,322622,4516705
2015-03,BEDOK,3 ROOM,533,BEDOK NTH ST 3,68,New Generation,1980,10,278000,365000,309700,3097000
2015-01,BEDOK,3 ROOM,534,BEDOK NTH ST 3,60,Improved,1986,17,235000,300000,271471,4615000
2015-04,BEDOK,3 ROOM,535,BEDOK NTH ST 3,60,Improved,1986,7,230000,295888,267770,1874388
2015-01,BEDOK,4 ROOM,536,BEDOK NTH ST 3,92,New Generation,1980,6,286000,390000,337333,2024000
2015-01,BEDOK,3 ROOM,537,BEDOK NTH ST 3,68,New Generation,1980,4,265000,310000,287000,1148000
2015-03,BEDOK,3 ROOM,539,BEDOK NTH ST 3,68,New Generation,1980,4,275000,318000,297000,1188000
2015-04,BEDOK,3 ROOM,540,BEDOK NTH ST 3,68,New Generation,1980,3,305000,385000,353333,1060000
2015-07,BEDOK,2 ROOM,541,BEDOK NTH ST 3,45,Improved,1985,1,238000,238000,238000,238000
2015-01,BEDOK,3 ROOM,542,BEDOK NTH ST 3,67,New Generation,1985,10,280000,306000,291400,2914000
2015-05,BEDOK,4 ROOM,543,BEDOK NTH ST 3,92,New Generation,1980,6,370000,425000,394167,2365000
2015-01,BEDOK,3 ROOM,545,BEDOK NTH ST 3,68,New Generation,1980,12,260000,310000,284917,3419000
2015-01,BEDOK,3 ROOM,546,BEDOK NTH ST 3,68,New Generation,1980,9,280000,432000,319667,2877000
2015-11,BEDOK,4 ROOM,547,BEDOK NTH ST 3,92,New Generation,1980,10,380000,420000,400550,4005505
2015-02,BEDOK,3 ROOM,554,BEDOK NTH ST 3,68,New Generation,1980,11,270000,373000,308353,3391888
2015-10,BEDOK,3 ROOM,84,BEDOK NTH ST 4,67,New Generation,1978,4,270000,365000,303750,1215000
2016-08,BEDOK,3 ROOM,87,BEDOK NTH ST 4,67,New Generation,1978,1,280000,280000,280000,280000
2015-12,BEDOK,3 ROOM,88,BEDOK NTH ST 4,67,New Generation,1978,2,303000,370000,336500,673000
2015-02,BEDOK,3 ROOM,89,BEDOK NTH ST 4,67,New Generation,1978,3,283000,290000,286000,858000
2015-03,BEDOK,5 ROOM,90,BEDOK NTH ST 4,117,Standard,1978,3,508000,530000,517667,1553000
2015-09,BEDOK,5 ROOM,91,BEDOK NTH ST 4,117,Standard,1978,2,507500,526888,517194,1034388
2015-01,BEDOK,5 ROOM,101,BEDOK RESERVOIR RD,121,Improved,1985,9,448000,520000,475889,4283000
2015-12,BEDOK,3 ROOM,102,BEDOK RESERVOIR RD,67,New Generation,1985,3,265000,275000,270500,811500
2015-01,BEDOK,3 ROOM,103,BEDOK RESERVOIR RD,70,New Generation,1985,14,260000,400000,314500,4403000
2016-01,BEDOK,5 ROOM,104,BEDOK RESERVOIR RD,121,Improved,1985,3,460000,470000,466667,1400000
2015-07,BEDOK,3 ROOM,105,BEDOK RESERVOIR RD,67,New Generation,1985,8,273000,415000,336486,2691888
2015-02,BEDOK,4 ROOM,106,BEDOK RESERVOIR RD,91,New Generation,1985,6,397000,430000,413500,2481000
2015-02,BEDOK,3 ROOM,107,BEDOK RESERVOIR RD,67,New Generation,1985,10,298000,430000,356389,3563888
2015-04,BEDOK,3 ROOM,108,BEDOK RESERVOIR RD,67,New Generation,1985,3,308000,433800,385896,1157688
2015-07,BEDOK,3 ROOM,109,BEDOK RESERVOIR RD,67,New Generation,1985,3,265000,305000,290000,870000
2015-12,BEDOK,4 ROOM,110,BEDOK RESERVOIR RD,91,New Generation,1985,3,390000,425000,405000,1215000
